price,bedrooms,bathrooms,floors,waterfront,view,review_score,built,zipcode,latitude,longitude,living_room_size,lot_size
480000.0,3.0,1.0,1.0,0.0,0.0,7.0,1941.0,98116.0,47.5636,-122.394,890.0,5060.0
410000.0,3.0,1.0,1.0,0.0,0.0,7.0,1956.0,98133.0,47.7073,-122.34,1130.0,5693.0
360000.0,4.0,2.5,2.0,0.0,0.0,8.0,1992.0,98038.0,47.349,-122.031,1870.0,6405.0
356000.0,3.0,1.5,1.0,0.0,0.0,7.0,1964.0,98059.0,47.4811,-122.149,1850.0,8797.0
315000.0,3.0,1.0,1.0,0.0,0.0,9.0,1952.0,98125.0,47.7264,-122.31,1570.0,7203.0
940000.0,3.0,1.5,2.0,0.0,0.0,8.0,1925.0,98119.0,47.6337,-122.365,2020.0,4800.0
305000.0,5.0,2.25,1.5,0.0,0.0,7.0,1961.0,98092.0,47.2909,-122.189,1590.0,8165.0
215000.0,2.0,2.25,2.0,0.0,0.0,8.0,1979.0,98056.0,47.518,-122.194,1950.0,2025.0
335000.0,2.0,1.75,2.0,0.0,0.0,7.0,2006.0,98136.0,47.5394,-122.387,1030.0,1106.0
1099880.0,5.0,2.75,2.0,0.0,0.0,7.0,2001.0,98199.0,47.6506,-122.391,2520.0,6250.0
430000.0,3.0,1.5,1.0,0.0,0.0,8.0,1939.0,98117.0,47.687,-122.386,1570.0,4500.0
905000.0,4.0,2.5,1.0,0.0,0.0,7.0,1946.0,98040.0,47.5873,-122.249,1950.0,6045.0
247500.0,3.0,1.75,1.0,0.0,0.0,8.0,1967.0,98032.0,47.3576,-122.277,1750.0,15616.0
437500.0,3.0,2.5,2.0,0.0,2.0,8.0,1992.0,98045.0,47.4838,-121.714,2550.0,35065.0
850830.0,3.0,2.5,1.5,0.0,0.0,9.0,1910.0,98102.0,47.6415,-122.315,2200.0,4500.0
699950.0,3.0,2.25,2.0,0.0,0.0,7.0,1983.0,98077.0,47.7731,-122.08,2570.0,47777.0
1088000.0,3.0,2.5,2.0,0.0,0.0,7.0,1950.0,98004.0,47.5814,-122.196,2370.0,8113.0
290000.0,3.0,1.0,1.0,0.0,0.0,8.0,1954.0,98058.0,47.4375,-122.184,1640.0,14910.0
375000.0,3.0,2.5,1.0,0.0,0.0,7.0,1978.0,98058.0,47.4431,-122.133,2250.0,8162.0
460000.0,3.0,1.0,1.5,0.0,0.0,8.0,1939.0,98117.0,47.6878,-122.38,1240.0,4005.0
188500.0,2.0,1.75,1.0,0.0,0.0,6.0,1985.0,98198.0,47.3813,-122.322,1270.0,4966.0
680000.0,4.0,2.5,2.0,0.0,0.0,8.0,1991.0,98077.0,47.7304,-122.082,2990.0,35001.0
470000.0,5.0,1.75,2.0,0.0,0.0,7.0,1942.0,98052.0,47.6417,-122.109,2500.0,9433.0
597750.0,4.0,2.5,2.0,0.0,0.0,8.0,1984.0,98027.0,47.5386,-122.053,1940.0,9636.0
570000.0,3.0,1.75,1.0,0.0,0.0,8.0,1905.0,98103.0,47.6823,-122.349,1380.0,3536.0
329950.0,3.0,1.75,1.0,0.0,2.0,8.0,1971.0,98108.0,47.5474,-122.295,2090.0,5500.0
740500.0,3.0,3.5,2.0,0.0,0.0,9.0,1900.0,98117.0,47.6981,-122.368,1830.0,6350.0
518500.0,3.0,3.5,3.0,0.0,0.0,9.0,2010.0,98103.0,47.6824,-122.347,1620.0,3166.0
171800.0,4.0,2.0,1.0,0.0,0.0,8.0,1950.0,98168.0,47.4965,-122.303,1880.0,9000.0
535000.0,4.0,1.0,1.5,0.0,0.0,7.0,1925.0,98144.0,47.587,-122.294,1610.0,4040.0
660000.0,3.0,2.5,1.0,0.0,2.0,7.0,1964.0,98177.0,47.7728,-122.386,2340.0,10856.0
391500.0,3.0,2.0,1.0,0.0,0.0,8.0,1987.0,98034.0,47.7288,-122.226,1580.0,9104.0
395000.0,2.0,1.0,1.0,0.0,0.0,7.0,1953.0,98117.0,47.6999,-122.364,1710.0,6000.0
445000.0,4.0,1.75,1.5,0.0,0.0,8.0,1924.0,98118.0,47.5299,-122.266,1850.0,4400.0
770000.0,3.0,2.25,2.0,0.0,0.0,9.0,1990.0,98052.0,47.6897,-122.098,2700.0,13992.0
1450000.0,4.0,2.75,1.5,0.0,0.0,10.0,1914.0,98004.0,47.6141,-122.212,3060.0,11275.0
445000.0,3.0,2.25,1.0,0.0,2.0,10.0,1967.0,98178.0,47.5091,-122.244,2660.0,8712.0
260000.0,4.0,2.25,1.0,0.0,0.0,7.0,1978.0,98023.0,47.3129,-122.39,2090.0,8400.0
822500.0,5.0,3.5,2.0,0.0,0.0,6.0,1926.0,98103.0,47.6763,-122.352,1700.0,4960.0
430000.0,4.0,2.5,2.0,0.0,0.0,7.0,2004.0,98065.0,47.5319,-121.85,1970.0,3748.0
212000.0,3.0,1.75,1.0,0.0,0.0,6.0,1986.0,98092.0,47.2761,-122.152,1420.0,7680.0
660500.0,4.0,2.25,1.0,0.0,0.0,7.0,1986.0,98027.0,47.5343,-122.054,2060.0,9793.0
784000.0,3.0,3.5,1.5,0.0,0.0,7.0,1989.0,98052.0,47.697,-122.072,2480.0,88500.0
453246.0,3.0,2.5,2.0,0.0,0.0,7.0,2014.0,98029.0,47.5517,-121.998,1690.0,1662.0
675000.0,4.0,3.5,3.0,0.0,0.0,7.0,2005.0,98107.0,47.6734,-122.38,1540.0,2285.0
199000.0,3.0,1.75,1.0,0.0,0.0,8.0,1956.0,98003.0,47.3257,-122.296,1550.0,19265.0
220000.0,4.0,1.75,1.0,0.0,0.0,8.0,1968.0,98003.0,47.3309,-122.299,1750.0,8140.0
452000.0,4.0,2.25,1.0,0.0,0.0,7.0,1968.0,98028.0,47.7689,-122.266,1550.0,10436.0
382500.0,2.0,1.0,1.0,0.0,0.0,7.0,1981.0,98125.0,47.7135,-122.287,1060.0,5715.0
519950.0,3.0,2.25,3.0,0.0,0.0,6.0,2014.0,98107.0,47.6722,-122.381,1350.0,1310.0
665000.0,2.0,1.0,1.0,0.0,0.0,6.0,1925.0,98119.0,47.6338,-122.358,1170.0,3600.0
527700.0,5.0,2.5,1.0,0.0,0.0,10.0,1968.0,98006.0,47.5707,-122.128,2820.0,9375.0
205000.0,3.0,1.0,1.0,0.0,0.0,7.0,1962.0,98058.0,47.4563,-122.171,1610.0,8579.0
420000.0,3.0,1.0,1.0,0.0,0.0,9.0,1923.0,98133.0,47.7144,-122.351,1560.0,7940.0
500000.0,4.0,2.25,1.0,0.0,0.0,7.0,1961.0,98006.0,47.5495,-122.174,2230.0,8824.0
921500.0,4.0,2.5,2.0,0.0,0.0,7.0,1994.0,98077.0,47.7421,-122.026,2840.0,87991.0
890000.0,4.0,1.0,2.0,0.0,0.0,7.0,1905.0,98109.0,47.6354,-122.353,2200.0,4000.0
430000.0,2.0,2.5,2.0,0.0,0.0,7.0,2007.0,98027.0,47.5262,-121.943,1940.0,193842.0
258000.0,5.0,2.0,1.0,0.0,0.0,7.0,1960.0,98032.0,47.3887,-122.286,1360.0,18000.0
511000.0,3.0,1.0,1.0,0.0,0.0,6.0,1947.0,98103.0,47.6873,-122.336,1450.0,4599.0
532170.0,3.0,2.0,2.0,0.0,0.0,8.0,1990.0,98103.0,47.6838,-122.353,1500.0,3090.0
560000.0,3.0,1.0,1.5,0.0,0.0,7.0,1947.0,98107.0,47.655,-122.359,1420.0,5000.0
282950.0,3.0,1.0,1.0,0.0,0.0,7.0,1954.0,98003.0,47.3255,-122.304,1680.0,8633.0
2250000.0,4.0,3.25,2.0,0.0,3.0,8.0,2006.0,98006.0,47.562,-122.162,3160.0,9750.0
215000.0,3.0,1.0,1.0,0.0,0.0,8.0,1967.0,98058.0,47.4479,-122.176,1190.0,7669.0
320000.0,4.0,2.75,1.0,0.0,0.0,8.0,1967.0,98023.0,47.3135,-122.369,1980.0,7875.0
247000.0,3.0,2.0,1.5,0.0,0.0,8.0,1916.0,98022.0,47.2086,-121.996,1160.0,7198.0
320000.0,4.0,1.75,1.0,0.0,0.0,9.0,1968.0,98059.0,47.4715,-122.118,1730.0,11180.0
255000.0,5.0,2.25,1.0,0.0,0.0,7.0,1962.0,98146.0,47.4877,-122.335,1010.0,11680.0
438000.0,3.0,1.75,1.0,0.0,0.0,7.0,1962.0,98034.0,47.7171,-122.193,1200.0,9660.0
900000.0,3.0,2.5,2.0,0.0,0.0,7.0,2000.0,98075.0,47.6012,-122.023,3400.0,12601.0
441000.0,3.0,2.75,1.0,0.0,0.0,7.0,1979.0,98034.0,47.7319,-122.224,1710.0,8152.0
420000.0,3.0,2.0,1.0,0.0,0.0,8.0,1975.0,98027.0,47.4582,-122.023,2110.0,36590.0
370000.0,3.0,1.75,1.0,0.0,0.0,7.0,1976.0,98034.0,47.7209,-122.168,1640.0,7500.0
269950.0,2.0,1.75,1.0,0.0,0.0,10.0,1949.0,98198.0,47.408,-122.327,1830.0,9750.0
807100.0,4.0,2.5,2.0,0.0,0.0,8.0,1999.0,98006.0,47.565,-122.125,2920.0,4500.0
653000.0,3.0,2.5,1.0,0.0,0.0,7.0,1979.0,98034.0,47.7028,-122.231,2480.0,8750.0
371500.0,3.0,2.0,1.0,0.0,0.0,9.0,1964.0,98133.0,47.7458,-122.331,1770.0,7288.0
284000.0,3.0,1.75,1.0,0.0,0.0,6.0,1954.0,98166.0,47.4776,-122.337,1070.0,7920.0
272000.0,3.0,1.75,1.0,0.0,0.0,11.0,1978.0,98023.0,47.3026,-122.374,1930.0,7350.0
313000.0,3.0,1.5,1.5,0.0,0.0,7.0,1955.0,98133.0,47.7658,-122.339,1480.0,7940.0
673000.0,4.0,2.25,2.0,0.0,0.0,7.0,1980.0,98006.0,47.5619,-122.125,2260.0,8335.0
425000.0,3.0,2.5,2.0,0.0,0.0,6.0,2008.0,98122.0,47.6106,-122.31,1590.0,1795.0
399950.0,5.0,2.75,1.0,0.0,0.0,5.0,1986.0,98144.0,47.5868,-122.308,1280.0,2150.0
269950.0,3.0,1.5,1.0,0.0,2.0,7.0,1975.0,98022.0,47.1976,-121.999,1950.0,8941.0
330000.0,2.0,1.0,1.0,0.0,0.0,8.0,1949.0,98177.0,47.7224,-122.358,1540.0,8280.0
260000.0,3.0,2.5,2.0,0.0,0.0,7.0,1988.0,98030.0,47.3505,-122.179,1670.0,6183.0
470000.0,4.0,3.0,1.5,0.0,0.0,10.0,1925.0,98126.0,47.5384,-122.376,1410.0,5375.0
163500.0,2.0,1.5,2.0,0.0,0.0,9.0,1996.0,98038.0,47.3848,-122.039,1050.0,3417.0
835000.0,4.0,2.75,2.0,0.0,0.0,7.0,1993.0,98052.0,47.6993,-122.102,2260.0,9984.0
1095000.0,5.0,3.0,1.0,0.0,2.0,9.0,1986.0,98033.0,47.6627,-122.188,2540.0,10270.0
269000.0,4.0,1.75,1.0,0.0,0.0,5.0,1969.0,98023.0,47.3099,-122.379,2190.0,8910.0
560000.0,3.0,2.5,2.0,0.0,0.0,7.0,1987.0,98074.0,47.62,-122.043,2030.0,8744.0
615000.0,4.0,1.0,1.5,0.0,0.0,11.0,1901.0,98103.0,47.65,-122.34,1330.0,4400.0
585188.0,3.0,2.25,1.0,0.0,0.0,7.0,1975.0,98052.0,47.6647,-122.153,2230.0,9340.0
305000.0,3.0,1.75,1.0,0.0,0.0,7.0,1977.0,98034.0,47.726000000000006,-122.191,1540.0,8400.0
166950.0,3.0,1.0,1.0,0.0,0.0,6.0,1959.0,98058.0,47.4616,-122.184,1230.0,7980.0
400000.0,3.0,2.5,1.0,0.0,0.0,11.0,1962.0,98133.0,47.7606,-122.336,1900.0,7818.0
230000.0,3.0,1.0,1.0,0.0,0.0,8.0,1948.0,98155.0,47.7481,-122.3,1570.0,10228.0
256883.0,3.0,2.5,2.0,0.0,0.0,8.0,2003.0,98023.0,47.2779,-122.347,2550.0,5001.0
423000.0,4.0,2.0,1.5,0.0,0.0,8.0,1920.0,98108.0,47.5511,-122.312,1500.0,6480.0
465000.0,3.0,2.5,2.0,0.0,0.0,9.0,2007.0,98126.0,47.5488,-122.372,1750.0,2385.0
440000.0,3.0,2.5,2.0,0.0,0.0,8.0,1997.0,98024.0,47.5385,-121.911,2330.0,67268.0
210000.0,3.0,1.0,1.0,0.0,0.0,8.0,1943.0,98056.0,47.5093,-122.184,1300.0,9514.0
297000.0,3.0,2.5,2.0,0.0,0.0,9.0,1994.0,98042.0,47.3777,-122.165,2030.0,10450.0
470000.0,3.0,1.0,1.0,0.0,0.0,7.0,1952.0,98107.0,47.675,-122.394,1680.0,5000.0
226500.0,3.0,1.5,1.0,0.0,0.0,7.0,1976.0,98023.0,47.3025,-122.37,1430.0,7500.0
274250.0,3.0,1.0,1.0,0.0,0.0,6.0,1962.0,98059.0,47.4787,-122.158,1400.0,8040.0
840000.0,4.0,1.75,1.0,0.0,0.0,7.0,1966.0,98040.0,47.5378,-122.219,2770.0,10744.0
677900.0,3.0,2.5,2.0,0.0,0.0,9.0,2010.0,98052.0,47.7073,-122.114,2750.0,4587.0
425000.0,3.0,1.0,1.0,0.0,0.0,7.0,1915.0,98116.0,47.5733,-122.381,1290.0,5000.0
464000.0,6.0,3.0,2.0,0.0,0.0,9.0,1920.0,98133.0,47.7067,-122.343,1560.0,1312.0
320000.0,4.0,2.25,2.0,0.0,0.0,8.0,1993.0,98038.0,47.354,-122.047,1630.0,6397.0
625504.0,3.0,2.25,2.0,0.0,0.0,7.0,2014.0,98105.0,47.6647,-122.284,1160.0,1327.0
592500.0,4.0,2.5,1.0,0.0,0.0,7.0,1983.0,98074.0,47.6143,-122.017,2520.0,12368.0
465000.0,3.0,2.5,2.0,0.0,0.0,7.0,2005.0,98001.0,47.3185,-122.275,2590.0,18386.0
477000.0,4.0,2.75,2.0,0.0,0.0,9.0,1978.0,98118.0,47.5458,-122.268,2130.0,8700.0
280000.0,2.0,1.0,1.0,0.0,0.0,9.0,1923.0,98168.0,47.4889,-122.299,1100.0,14459.0
1505000.0,5.0,3.0,1.0,0.0,3.0,8.0,1957.0,98040.0,47.5673,-122.21,3836.0,20953.0
445838.0,3.0,2.5,2.0,0.0,0.0,7.0,2000.0,98146.0,47.5133,-122.379,1320.0,5390.0
1072000.0,2.0,2.25,1.0,0.0,3.0,6.0,1947.0,98144.0,47.5884,-122.291,2580.0,5184.0
467000.0,2.0,1.5,1.0,0.0,0.0,10.0,1947.0,98177.0,47.7145,-122.367,2120.0,12040.0
686000.0,4.0,2.5,2.0,0.0,0.0,7.0,1999.0,98075.0,47.5836,-122.026,3070.0,8127.0
279950.0,3.0,2.0,1.0,0.0,0.0,8.0,1961.0,98198.0,47.398,-122.299,1900.0,10125.0
527000.0,4.0,2.25,2.0,0.0,0.0,9.0,1987.0,98011.0,47.7663,-122.215,1910.0,10055.0
325000.0,3.0,2.25,1.0,0.0,0.0,6.0,1966.0,98030.0,47.3758,-122.217,2080.0,9583.0
328000.0,3.0,2.25,2.0,0.0,0.0,8.0,1994.0,98038.0,47.3828,-122.023,2020.0,8031.0
390000.0,3.0,2.25,1.0,0.0,0.0,8.0,1942.0,98146.0,47.5123,-122.373,1280.0,7392.0
479950.0,2.0,2.0,1.0,0.0,0.0,7.0,2005.0,98053.0,47.7076,-122.013,1640.0,6009.0
264950.0,4.0,2.25,1.0,0.0,0.0,7.0,1978.0,98023.0,47.2922,-122.371,1510.0,9753.0
235000.0,3.0,1.0,1.0,0.0,0.0,9.0,1961.0,98031.0,47.4075,-122.214,1960.0,13068.0
516500.0,3.0,2.5,2.0,0.0,0.0,9.0,2004.0,98053.0,47.6794,-122.034,2250.0,4729.0
500000.0,4.0,2.75,1.0,0.0,0.0,9.0,1960.0,98059.0,47.5218,-122.164,2280.0,15347.0
315000.0,6.0,2.75,1.0,0.0,0.0,8.0,1978.0,98023.0,47.3103,-122.339,2120.0,8236.0
475000.0,3.0,1.5,1.5,0.0,0.0,6.0,1947.0,98108.0,47.5575,-122.303,2090.0,4800.0
416000.0,3.0,2.0,1.0,0.0,0.0,8.0,1976.0,98010.0,47.3459,-121.95,2070.0,80100.0
410000.0,4.0,1.0,1.5,0.0,0.0,6.0,1904.0,98122.0,47.6136,-122.303,1510.0,4740.0
800000.0,3.0,3.5,2.0,0.0,0.0,8.0,1993.0,98077.0,47.7641,-122.023,2920.0,148539.0
472000.0,6.0,2.5,1.0,0.0,2.0,7.0,1965.0,98003.0,47.3376,-122.324,2600.0,13988.0
210000.0,2.0,1.0,1.0,0.0,0.0,10.0,1940.0,98126.0,47.5308,-122.376,830.0,4960.0
455000.0,2.0,1.0,1.5,0.0,0.0,8.0,1925.0,98115.0,47.6727,-122.299,1450.0,3750.0
225000.0,3.0,1.0,1.0,0.0,0.0,7.0,1954.0,98002.0,47.3221,-122.216,1260.0,8316.0
480000.0,2.0,1.0,1.0,0.0,2.0,11.0,1918.0,98103.0,47.6779,-122.353,1390.0,3060.0
363000.0,3.0,2.5,2.0,0.0,0.0,8.0,1990.0,98023.0,47.3076,-122.395,2570.0,10377.0
2400000.0,4.0,2.5,1.0,1.0,4.0,6.0,2000.0,98074.0,47.6338,-122.072,3120.0,18841.0
250000.0,4.0,2.0,1.0,0.0,0.0,9.0,1976.0,98002.0,47.2785,-122.213,2010.0,7650.0
481000.0,3.0,1.75,1.0,0.0,0.0,12.0,1918.0,98103.0,47.6846,-122.345,1390.0,3000.0
260000.0,3.0,2.0,1.0,0.0,0.0,7.0,1978.0,98032.0,47.3656,-122.278,1750.0,7209.0
455000.0,4.0,2.5,2.0,0.0,0.0,11.0,2001.0,98058.0,47.4369,-122.111,3060.0,6567.0
415000.0,3.0,2.25,2.0,0.0,0.0,11.0,1991.0,98045.0,47.4616,-121.711,1730.0,36224.0
349500.0,3.0,1.0,1.0,0.0,0.0,8.0,1953.0,98118.0,47.5405,-122.27,1620.0,6331.0
245000.0,3.0,2.5,2.0,0.0,0.0,7.0,1987.0,98030.0,47.3507,-122.178,1630.0,6458.0
592500.0,2.0,2.0,1.5,0.0,2.0,7.0,1928.0,98115.0,47.6979,-122.32,1420.0,6816.0
385000.0,4.0,1.75,1.0,0.0,0.0,7.0,1955.0,98106.0,47.5278,-122.345,1910.0,7620.0
315000.0,3.0,1.75,1.0,0.0,0.0,10.0,1974.0,98059.0,47.4756,-122.147,1550.0,10650.0
255000.0,3.0,1.0,1.0,0.0,0.0,10.0,1979.0,98045.0,47.4437,-121.772,1380.0,10098.0
693000.0,4.0,2.5,2.0,0.0,0.0,8.0,2006.0,98052.0,47.7048,-122.109,2990.0,5659.0
780000.0,3.0,1.0,1.5,0.0,0.0,8.0,1911.0,98112.0,47.6362,-122.302,1660.0,4400.0
237000.0,3.0,1.75,1.0,0.0,0.0,9.0,1960.0,98198.0,47.4207,-122.29,1600.0,8470.0
425000.0,2.0,1.0,1.0,0.0,0.0,8.0,1930.0,98144.0,47.5964,-122.299,1330.0,2580.0
369900.0,1.0,0.75,1.0,1.0,4.0,7.0,1936.0,98070.0,47.4683,-122.438,1230.0,14267.0
290000.0,4.0,2.5,2.0,0.0,0.0,6.0,1988.0,98031.0,47.4045,-122.171,1950.0,7475.0
285000.0,3.0,1.0,1.0,0.0,0.0,8.0,1954.0,98106.0,47.5544,-122.358,1130.0,6350.0
415000.0,2.0,1.0,1.0,0.0,0.0,9.0,1937.0,98115.0,47.6802,-122.29,1320.0,4465.0
272500.0,3.0,2.5,1.0,0.0,0.0,10.0,1979.0,98023.0,47.2988,-122.371,2070.0,8250.0
2900000.0,4.0,3.25,1.5,0.0,2.0,7.0,1982.0,98004.0,47.6312,-122.223,3890.0,20060.0
1365000.0,4.0,4.75,2.0,0.0,0.0,8.0,1989.0,98077.0,47.7285,-122.042,4180.0,47443.0
436000.0,2.0,1.0,1.0,0.0,0.0,6.0,1939.0,98133.0,47.7107,-122.352,1440.0,7530.0
